sbp,dbp,cp,sut,dt,dt10,st10_p_dt10,st10_d_dt10,dt25,st25_p_dt25,st25_d_dt25,dt33,st33_p_dt33,st33_d_dt33,dt50,st50_p_dt50,st50_d_dt50,dt66,st66_p_dt66,st66_d_dt66,dt75,st75_p_dt75,st75_d_dt75
78.5413,68.5283,0.72,0.144,0.576,0.416,0.52,4,0.328,0.424,3.41667,0.224,0.312,2.54545,0.16,0.232,2.22222,0.136,0.2,2.125,0.112,0.168,2
145.1158,57.34298,0.728,0.144,0.576,0.408,0.512,3.923077,0.32,0.416,3.333333,0.208,0.296,2.363636,0.16,0.232,2.222222,0.128,0.192,2,0.112,0.168,2
78.1017,67.8445,0.712,0.152,0.568,0.4,0.512,3.57143,0.312,0.408,3.25,0.2,0.288,2.27273,0.16,0.24,2,0.128,0.192,2,0.104,0.16,1.85714
145.6043,57.5872,0.712,0.144,0.576,0.408,0.512,3.923077,0.32,0.408,3.636364,0.2,0.28,2.5,0.16,0.232,2.222222,0.128,0.184,2.285714,0.112,0.16,2.333333
78.0529,69.1144,0.72,0.136,0.576,0.408,0.512,3.92308,0.328,0.416,3.72727,0.216,0.296,2.7,0.168,0.232,2.625,0.136,0.192,2.42857,0.12,0.168,2.5
149.5606,59.88287,0.712,0.144,0.568,0.424,0.536,3.785714,0.336,0.432,3.5,0.28,0.368,3.181818,0.168,0.24,2.333333,0.136,0.2,2.125,0.12,0.176,2.142857
81.2277,71.6543,0.712,0.144,0.568,0.408,0.52,3.64286,0.32,0.416,3.33333,0.216,0.304,2.45455,0.16,0.24,2,0.136,0.2,2.125,0.112,0.168,2
148.9257,59.78518,0.704,0.144,0.56,0.408,0.52,3.642857,0.32,0.416,3.333333,0.248,0.336,2.818182,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
81.1301,71.2147,0.704,0.144,0.56,0.4,0.512,3.57143,0.32,0.416,3.33333,0.296,0.384,3.36364,0.168,0.248,2.1,0.136,0.2,2.125,0.12,0.176,2.14286
149.4141,59.54096,0.712,0.144,0.568,0.408,0.52,3.642857,0.328,0.424,3.416667,0.264,0.352,3,0.168,0.24,2.333333,0.136,0.2,2.125,0.12,0.176,2.142857
81.2766,70.824,0.704,0.144,0.568,0.416,0.528,3.71429,0.32,0.416,3.33333,0.208,0.296,2.36364,0.16,0.24,2,0.136,0.2,2.125,0.112,0.168,2
150.1956,59.98056,0.712,0.136,0.568,0.416,0.52,4,0.328,0.416,3.727273,0.208,0.288,2.6,0.168,0.232,2.625,0.136,0.192,2.428571,0.12,0.168,2.5
82.3023,72.8754,0.72,0.144,0.568,0.416,0.52,4,0.328,0.416,3.72727,0.256,0.344,2.90909,0.168,0.24,2.33333,0.136,0.2,2.125,0.12,0.176,2.14286
157.5711,60.469,0.688,0.136,0.552,0.432,0.536,4.153846,0.344,0.432,3.909091,0.288,0.368,3.6,0.176,0.24,2.75,0.144,0.2,2.571429,0.128,0.176,2.666667
82.4977,72.1916,0.688,0.136,0.552,0.408,0.504,4.25,0.312,0.4,3.54545,0.2,0.28,2.5,0.16,0.224,2.5,0.144,0.2,2.57143,0.12,0.168,2.5
156.6919,59.49212,0.696,0.136,0.552,0.4,0.504,3.846154,0.32,0.408,3.636364,0.208,0.288,2.6,0.168,0.24,2.333333,0.136,0.192,2.428571,0.12,0.168,2.5
83.1815,71.3612,0.696,0.144,0.552,0.408,0.52,3.64286,0.32,0.416,3.33333,0.224,0.312,2.54545,0.168,0.24,2.33333,0.136,0.2,2.125,0.12,0.176,2.14286
157.4734,60.9086,0.696,0.144,0.56,0.416,0.52,4,0.336,0.424,3.818182,0.272,0.352,3.4,0.168,0.24,2.333333,0.144,0.208,2.25,0.12,0.176,2.142857
83.8165,73.1196,0.696,0.136,0.56,0.4,0.504,3.84615,0.32,0.408,3.63636,0.2,0.28,2.5,0.16,0.232,2.22222,0.136,0.192,2.42857,0.112,0.16,2.33333
158.4503,61.05513,0.696,0.136,0.552,0.4,0.504,3.846154,0.328,0.416,3.727273,0.216,0.296,2.7,0.176,0.248,2.444444,0.144,0.2,2.571429,0.128,0.176,2.666667
83.8165,72.7289,0.696,0.144,0.56,0.416,0.52,4,0.336,0.424,3.81818,0.296,0.376,3.7,0.184,0.256,2.55556,0.152,0.208,2.71429,0.128,0.176,2.66667
158.2061,60.61553,0.688,0.136,0.544,0.408,0.504,4.25,0.328,0.416,3.727273,0.208,0.288,2.6,0.168,0.232,2.625,0.136,0.192,2.428571,0.12,0.168,2.5
159.6714,60.469,0.696,0.136,0.568,0.408,0.512,3.923077,0.336,0.424,3.818182,0.28,0.36,3.5,0.176,0.248,2.444444,0.144,0.2,2.571429,0.128,0.176,2.666667
85.5749,73.0708,0.712,0.128,0.576,0.424,0.52,4.41667,0.344,0.424,4.3,0.304,0.384,3.8,0.184,0.248,2.875,0.16,0.208,3.33333,0.136,0.184,2.83333
161.1367,61.29935,0.712,0.136,0.576,0.44,0.544,4.230769,0.36,0.448,4.090909,0.32,0.4,4,0.184,0.256,2.555556,0.16,0.216,2.857143,0.144,0.192,3
84.9399,73.6081,0.696,0.136,0.568,0.424,0.528,4.07692,0.344,0.432,3.90909,0.296,0.376,3.7,0.176,0.24,2.75,0.144,0.2,2.57143,0.128,0.176,2.66667
160.5017,60.81091,0.76,0.128,0.576,0.432,0.52,4.909091,0.352,0.424,4.888889,0.296,0.368,4.111111,0.184,0.24,3.285714,0.16,0.208,3.333333,0.144,0.184,3.6
84.0607,72.6312,0.672,0.184,0.536,0.392,0.536,2.72222,0.304,0.432,2.375,0.272,0.4,2.125,0.144,0.256,1.28571,0.112,0.216,1.07692,0.096,0.192,1
158.7922,59.73634,0.72,0.136,0.584,0.424,0.528,4.076923,0.344,0.432,3.909091,0.304,0.392,3.454545,0.176,0.248,2.444444,0.144,0.208,2.25,0.128,0.184,2.285714
83.9142,72.1916,0.72,0.136,0.576,0.408,0.512,3.92308,0.328,0.416,3.72727,0.288,0.368,3.6,0.168,0.24,2.33333,0.144,0.208,2.25,0.12,0.176,2.14286
159.3783,60.22478,0.72,0.144,0.584,0.432,0.536,4.153846,0.344,0.432,3.909091,0.304,0.384,3.8,0.184,0.256,2.555556,0.152,0.208,2.714286,0.136,0.184,2.833333
85.6726,74.0477,0.744,0.136,0.6,0.44,0.544,4.23077,0.352,0.44,4,0.304,0.384,3.8,0.184,0.248,2.875,0.16,0.216,2.85714,0.144,0.192,3
80.9347,58.2222,0.72,0.144,0.576,0.392,0.496,3.76923,0.304,0.392,3.45455,0.2,0.28,2.5,0.168,0.24,2.33333,0.136,0.192,2.42857,0.12,0.168,2.5
149.6583,70.62857,0.72,0.144,0.584,0.408,0.512,3.923077,0.32,0.408,3.636364,0.216,0.296,2.7,0.168,0.232,2.625,0.144,0.2,2.571429,0.128,0.176,2.666667
80.5928,58.6129,0.728,0.136,0.584,0.408,0.512,3.92308,0.32,0.408,3.63636,0.216,0.296,2.7,0.168,0.24,2.33333,0.144,0.2,2.57143,0.12,0.168,2.5
150.4398,71.99621,0.72,0.144,0.576,0.392,0.504,3.5,0.304,0.4,3.166667,0.2,0.288,2.272727,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
81.6185,59.0525,0.704,0.144,0.56,0.384,0.496,3.42857,0.296,0.392,3.08333,0.192,0.28,2.18182,0.16,0.232,2.22222,0.128,0.192,2,0.112,0.168,2
151.6121,71.75199,0.712,0.144,0.576,0.392,0.496,3.769231,0.304,0.392,3.454545,0.2,0.28,2.5,0.168,0.232,2.625,0.136,0.192,2.428571,0.12,0.168,2.5
81.1301,58.8083,0.72,0.136,0.576,0.408,0.512,3.92308,0.312,0.4,3.54545,0.208,0.288,2.6,0.168,0.232,2.625,0.144,0.2,2.57143,0.128,0.176,2.66667
150.2933,71.2147,0.712,0.144,0.568,0.4,0.504,3.846154,0.312,0.4,3.545455,0.2,0.28,2.5,0.168,0.24,2.333333,0.136,0.192,2.428571,0.12,0.168,2.5
58.7595,58.2222,0.72,0.144,0.584,0.424,0.528,4.07692,0.328,0.416,3.72727,0.24,0.32,3,0.168,0.24,2.33333,0.136,0.192,2.42857,0.112,0.16,2.33333
148.0465,55.77997,0.704,0.136,0.56,0.416,0.52,4,0.32,0.408,3.636364,0.232,0.312,2.9,0.168,0.24,2.333333,0.136,0.192,2.428571,0.12,0.168,2.5
77.8575,67.063,0.688,0.144,0.544,0.416,0.52,4,0.328,0.424,3.41667,0.216,0.304,2.45455,0.168,0.24,2.33333,0.136,0.2,2.125,0.112,0.16,2.33333
59.3456,59.1502,1.2,0.144,0.512,0.464,0.568,4.46154,0.432,0.528,4.5,0.216,0.304,2.45455,0.168,0.24,2.33333,0.136,0.2,2.125,0.12,0.176,2.14286
149.2676,56.17072,0.728,0.688,0.592,0.408,0.528,3.4,0.336,0.432,3.5,0.296,0.384,3.363636,0.168,0.248,2.1,0.128,0.192,2,0.112,0.168,2
78.1017,67.8445,0.704,0.136,0.56,0.416,0.52,4,0.328,0.416,3.72727,0.224,0.304,2.8,0.168,0.24,2.33333,0.136,0.192,2.42857,0.12,0.168,2.5
148.9745,57.04991,0.688,0.144,0.544,0.392,0.504,3.5,0.32,0.416,3.333333,0.216,0.304,2.454545,0.168,0.24,2.333333,0.136,0.192,2.428571,0.112,0.168,2
124.7965,59.49202,0.808,0.2,0.568,0.448,0.6,2.947368,0.312,0.448,2.294118,0.256,0.376,2.133333,0.168,0.272,1.615385,0.128,0.216,1.454545,0.112,0.184,1.555556
125.6757,59.78509,0.856,0.24,0.248,0.208,0.352,1.444444,0.168,0.288,1.4,0.152,0.264,1.357143,0.128,0.216,1.454545,0.104,0.176,1.444444,0.088,0.152,1.375
128.5086,61.69,0.808,0.608,0.616,0.424,0.944,0.8153846,0.28,0.768,0.5737705,0.2,0.36,1.25,0.144,0.28,1.058824,0.112,0.224,1,0.088,0.184,0.9166667
131.7812,63.93683,0.832,0.192,0.648,0.488,0.64,3.210526,0.344,0.472,2.6875,0.28,0.4,2.333333,0.184,0.28,1.916667,0.144,0.224,1.8,0.12,0.184,1.875
127.5317,61.05503,0.84,0.184,0.64,0.488,0.632,3.388889,0.32,0.44,2.666667,0.272,0.384,2.428571,0.176,0.272,1.833333,0.128,0.208,1.6,0.112,0.184,1.555556
123.6242,60.66428,0.832,0.2,0.496,0.392,0.536,2.722222,0.288,0.408,2.4,0.192,0.304,1.714286,0.136,0.232,1.416667,0.104,0.184,1.3,0.088,0.16,1.222222
124.6011,59.34549,0.848,0.336,0.648,0.448,0.592,3.111111,0.336,0.456,2.8,0.28,0.392,2.5,0.176,0.264,2,0.136,0.208,1.888889,0.112,0.176,1.75
125.8222,60.02931,0.832,0.2,0.624,0.44,0.592,2.894737,0.296,0.424,2.3125,0.216,0.336,1.8,0.152,0.256,1.461538,0.112,0.2,1.272727,0.096,0.168,1.333333
124.7967,59.78518,0.808,0.2,0.568,0.448,0.6,2.947368,0.312,0.448,2.294118,0.256,0.376,2.133333,0.168,0.272,1.615385,0.128,0.216,1.454545,0.112,0.184,1.555556
125.6759,61.6901,0.856,0.24,0.248,0.208,0.352,1.444444,0.168,0.288,1.4,0.152,0.264,1.357143,0.128,0.216,1.454545,0.104,0.176,1.444444,0.088,0.152,1.375
128.5088,63.93693,0.808,0.608,0.616,0.424,0.944,0.8153846,0.28,0.768,0.5737705,0.2,0.36,1.25,0.144,0.28,1.058824,0.112,0.224,1,0.088,0.184,0.9166667
131.7814,61.05513,0.832,0.192,0.648,0.488,0.64,3.210526,0.344,0.472,2.6875,0.28,0.4,2.333333,0.184,0.28,1.916667,0.144,0.224,1.8,0.12,0.184,1.875
127.532,60.66438,0.84,0.184,0.64,0.488,0.632,3.388889,0.32,0.44,2.666667,0.272,0.384,2.428571,0.176,0.272,1.833333,0.128,0.208,1.6,0.112,0.184,1.555556
123.6244,59.34559,0.832,0.2,0.496,0.392,0.536,2.722222,0.288,0.408,2.4,0.192,0.304,1.714286,0.136,0.232,1.416667,0.104,0.184,1.3,0.088,0.16,1.222222
124.6013,60.0294,0.848,0.336,0.648,0.448,0.592,3.111111,0.336,0.456,2.8,0.28,0.392,2.5,0.176,0.264,2,0.136,0.208,1.888889,0.112,0.176,1.75
125.8224,62.66699,0.832,0.2,0.624,0.44,0.592,2.894737,0.296,0.424,2.3125,0.216,0.336,1.8,0.152,0.256,1.461538,0.112,0.2,1.272727,0.096,0.168,1.333333
143.8459,88.55436,0.68,0.216,0.416,0.336,0.504,2,0.24,0.384,1.666667,0.208,0.344,1.529412,0.152,0.264,1.357143,0.104,0.192,1.181818,0.08,0.152,1.111111
89.2382,82.9861,0.592,0.264,0.368,0.296,0.504,1.42308,0.208,0.392,1.13043,0.184,0.352,1.09524,0.136,0.264,1.0625,0.088,0.136,1.83333,0.064,0.08,4
84.5003,76.3433,0.616,0.224,0.392,0.312,0.496,1.69565,0.232,0.392,1.45,0.2,0.344,1.38889,0.144,0.264,1.2,0.096,0.2,0.923077,0.08,0.168,0.909091
77.2225,76.2456,0.608,0.224,0.4,0.328,0.504,1.86364,0.24,0.392,1.57895,0.2,0.344,1.38889,0.144,0.264,1.2,0.096,0.192,1,0.072,0.152,0.9
76.3433,70.4332,0.656,0.208,0.432,0.336,0.504,2,0.256,0.4,1.77778,0.208,0.344,1.52941,0.152,0.264,1.35714,0.104,0.192,1.18182,0.088,0.16,1.22222
147.8023,70.48204,0.608,0.224,0.4,0.304,0.488,1.652174,0.216,0.376,1.35,0.192,0.344,1.263158,0.136,0.264,1.0625,0.096,0.2,0.9230769,0.08,0.168,0.9090909
147.3627,77.8575,0.632,0.208,0.408,0.32,0.488,1.904762,0.248,0.392,1.722222,0.208,0.344,1.529412,0.16,0.272,1.428571,0.104,0.2,1.083333,0.08,0.16,1
78.004,69.554,0.616,0.224,0.36,0.296,0.472,1.68182,0.232,0.384,1.52632,0.2,0.344,1.38889,0.152,0.272,1.26667,0.104,0.2,1.08333,0.08,0.16,1
147.5092,78.00403,0.616,0.256,0.4,0.328,0.504,1.863636,0.248,0.4,1.631579,0.216,0.36,1.5,0.16,0.28,1.333333,0.112,0.2,1.272727,0.08,0.152,1.111111
78.0529,71.1659,0.64,0.216,0.416,0.32,0.496,1.81818,0.24,0.392,1.57895,0.208,0.352,1.44444,0.152,0.272,1.26667,0.104,0.2,1.08333,0.08,0.16,1
154.2497,63.30196,0.656,0.176,0.488,0.344,0.48,2.529412,0.232,0.352,1.933333,0.184,0.296,1.642857,0.128,0.224,1.333333,0.096,0.176,1.2,0.08,0.152,1.111111
152.9309,61.73895,0.672,0.168,0.504,0.416,0.544,3.25,0.32,0.432,2.857143,0.256,0.36,2.461538,0.184,0.272,2.090909,0.152,0.224,2.111111,0.128,0.184,2.285714
151.1725,59.88287,0.672,0.168,0.504,0.4,0.528,3.125,0.256,0.36,2.461538,0.208,0.312,2,0.152,0.24,1.727273,0.112,0.176,1.75,0.096,0.152,1.714286
152.7355,61.54357,0.68,0.168,0.344,0.208,0.336,1.625,0.16,0.272,1.428571,0.144,0.248,1.384615,0.12,0.208,1.363636,0.096,0.168,1.333333,0.088,0.152,1.375
150.9283,60.61553,0.688,0.336,0.52,0.376,0.512,2.764706,0.232,0.344,2.071429,0.192,0.296,1.846154,0.152,0.24,1.727273,0.112,0.184,1.555556,0.096,0.16,1.5
151.0748,59.98056,0.696,0.168,0.528,0.408,0.536,3.1875,0.272,0.384,2.428571,0.224,0.328,2.153846,0.152,0.24,1.727273,0.112,0.184,1.555556,0.096,0.16,1.5
149.6095,59.78518,0.696,0.168,0.52,0.408,0.544,3,0.272,0.384,2.428571,0.2,0.304,1.923077,0.136,0.224,1.545455,0.104,0.176,1.444444,0.088,0.152,1.375
149.756,59.58981,0.728,0.176,0.472,0.36,0.488,2.8125,0.264,0.376,2.357143,0.232,0.336,2.230769,0.176,0.264,2,0.12,0.192,1.666667,0.096,0.16,1.5
147.9488,58.17333,0.736,0.256,0.56,0.296,0.448,1.947368,0.2,0.32,1.666667,0.176,0.288,1.571429,0.128,0.224,1.333333,0.104,0.184,1.3,0.088,0.16,1.222222
168.9518,65.30457,0.68,0.168,0.432,0.328,0.456,2.5625,0.256,0.368,2.285714,0.216,0.32,2.076923,0.152,0.24,1.727273,0.112,0.184,1.555556,0.096,0.16,1.5
93.2434,93.1946,0.184,0.248,0.024,0.024,0.168,0.166667,0.024,0.136,0.214286,0.024,0.128,0.230769,0.024,0.112,0.272727,0.024,0.096,0.333333,0.024,0.088,0.375
171.8824,68.38175,0.68,0.16,0.504,0.344,0.464,2.866667,0.216,0.32,2.076923,0.176,0.272,1.833333,0.128,0.208,1.6,0.104,0.176,1.444444,0.088,0.152,1.375
116.0536,84.9399,0.664,0.176,0.504,0.368,0.496,2.875,0.28,0.392,2.5,0.24,0.344,2.307692,0.152,0.24,1.727273,0.112,0.184,1.555556,0.088,0.152,1.375
171.7847,68.08868,0.696,0.16,0.528,0.384,0.504,3.2,0.32,0.416,3.333333,0.28,0.368,3.181818,0.192,0.264,2.666667,0.128,0.192,2,0.112,0.168,2
171.7359,69.11441,0.68,0.168,0.488,0.336,0.464,2.625,0.256,0.368,2.285714,0.2,0.304,1.923077,0.12,0.208,1.363636,0.088,0.16,1.222222,0.08,0.144,1.25
164.0673,69.65169,0.68,0.192,0.504,0.376,0.504,2.9375,0.28,0.392,2.5,0.24,0.344,2.307692,0.152,0.24,1.727273,0.112,0.184,1.555556,0.096,0.16,1.5
91.9734,91.5339,0.68,0.176,0.504,0.384,0.512,3,0.296,0.4,2.84615,0.256,0.36,2.46154,0.168,0.256,1.90909,0.12,0.192,1.66667,0.096,0.16,1.5
173.6896,67.79562,0.68,0.176,0.44,0.344,0.472,2.6875,0.272,0.384,2.428571,0.232,0.336,2.230769,0.152,0.24,1.727273,0.112,0.184,1.555556,0.096,0.16,1.5
172.0778,70.28667,0.664,0.24,0.512,0.384,0.52,2.823529,0.296,0.408,2.642857,0.256,0.36,2.461538,0.16,0.248,1.818182,0.112,0.184,1.555556,0.096,0.16,1.5
171.7359,68.62597,0.688,0.152,0.4,0.28,0.392,2.5,0.184,0.28,1.916667,0.16,0.248,1.818182,0.128,0.2,1.777778,0.104,0.16,1.857143,0.088,0.136,1.833333
127.7271,67.35591,0.328,0.176,0.152,0.12,0.248,0.9375,0.096,0.192,1,0.088,0.176,1,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
125.6268,65.93943,0.336,0.176,0.16,0.128,0.256,1,0.104,0.2,1.083333,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
124.1127,65.30446,0.336,0.176,0.16,0.128,0.248,1.066667,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
124.308,64.47411,0.336,0.176,0.16,0.12,0.232,1.071429,0.096,0.184,1.090909,0.088,0.168,1.1,0.072,0.136,1.125,0.056,0.104,1.166667,0.048,0.088,1.2
127.141,65.30446,0.336,0.176,0.16,0.128,0.24,1.142857,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.048,0.088,1.2
128.3133,66.52556,0.336,0.176,0.144,0.12,0.24,1,0.104,0.2,1.083333,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
125.6268,65.98828,0.328,0.192,0.152,0.12,0.256,0.8823529,0.104,0.2,1.083333,0.096,0.184,1.090909,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
124.1615,65.54868,0.336,0.176,0.168,0.136,0.256,1.133333,0.112,0.2,1.272727,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.104,1.6,0.056,0.088,1.75
124.2592,64.91371,0.336,0.168,0.16,0.136,0.24,1.307692,0.112,0.192,1.4,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.104,1.6,0.056,0.088,1.75
126.7014,65.25562,0.336,0.176,0.16,0.128,0.248,1.066667,0.104,0.192,1.181818,0.104,0.176,1.444444,0.088,0.144,1.571429,0.072,0.12,1.5,0.056,0.096,1.4
128.5575,66.52556,0.336,0.176,0.152,0.12,0.24,1,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
126.3106,65.98828,0.336,0.184,0.152,0.128,0.248,1.066667,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
87.675,65.6952,0.336,0.184,0.16,0.128,0.256,1,0.104,0.2,1.08333,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.12,1.14286,0.048,0.096,1
124.8453,87.52849,0.336,0.176,0.16,0.12,0.232,1.071429,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.048,0.088,1.2
86.9424,65.0114,0.336,0.176,0.152,0.128,0.248,1.06667,0.104,0.192,1.18182,0.096,0.176,1.2,0.08,0.144,1.25,0.056,0.104,1.16667,0.048,0.088,1.2
124.308,86.84468,0.336,0.184,0.144,0.112,0.24,0.875,0.096,0.192,1,0.088,0.176,1,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
126.6037,64.91371,0.328,0.192,0.152,0.12,0.256,0.8823529,0.096,0.2,0.9230769,0.088,0.176,1,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
128.6063,66.37903,0.336,0.176,0.168,0.136,0.248,1.214286,0.112,0.2,1.272727,0.104,0.184,1.3,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
88.5542,66.6232,0.336,0.168,0.168,0.128,0.24,1.14286,0.104,0.192,1.18182,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.33333,0.056,0.096,1.4
126.3595,88.26115,0.336,0.168,0.152,0.12,0.24,1,0.104,0.192,1.181818,0.088,0.168,1.1,0.072,0.136,1.125,0.064,0.112,1.333333,0.048,0.088,1.2
87.8704,65.5975,0.336,0.184,0.152,0.12,0.232,1.07143,0.104,0.192,1.18182,0.096,0.176,1.2,0.072,0.136,1.125,0.056,0.104,1.16667,0.048,0.088,1.2
124.308,87.38196,0.328,0.184,0.152,0.12,0.248,0.9375,0.104,0.2,1.083333,0.096,0.184,1.090909,0.072,0.144,1,0.064,0.12,1.142857,0.048,0.096,1
127.7273,67.35602,0.328,0.176,0.152,0.12,0.248,0.9375,0.096,0.192,1,0.088,0.176,1,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
125.627,65.93954,0.336,0.176,0.16,0.128,0.256,1,0.104,0.2,1.083333,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
124.1129,65.30457,0.336,0.176,0.16,0.128,0.248,1.066667,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
124.3082,64.47422,0.336,0.176,0.16,0.12,0.232,1.071429,0.096,0.184,1.090909,0.088,0.168,1.1,0.072,0.136,1.125,0.056,0.104,1.166667,0.048,0.088,1.2
127.1412,65.30457,0.336,0.176,0.16,0.128,0.24,1.142857,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.048,0.088,1.2
128.3135,66.52567,0.336,0.176,0.144,0.12,0.24,1,0.104,0.2,1.083333,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
125.627,65.98838,0.328,0.192,0.152,0.12,0.256,0.8823529,0.104,0.2,1.083333,0.096,0.184,1.090909,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
124.1617,65.54879,0.336,0.176,0.168,0.136,0.256,1.133333,0.112,0.2,1.272727,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.104,1.6,0.056,0.088,1.75
124.2594,64.91381,0.336,0.168,0.16,0.136,0.24,1.307692,0.112,0.192,1.4,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.104,1.6,0.056,0.088,1.75
126.7016,65.25572,0.336,0.176,0.16,0.128,0.248,1.066667,0.104,0.192,1.181818,0.104,0.176,1.444444,0.088,0.144,1.571429,0.072,0.12,1.5,0.056,0.096,1.4
128.5577,66.52567,0.336,0.176,0.152,0.12,0.24,1,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
126.3109,65.98838,0.336,0.184,0.152,0.128,0.248,1.066667,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
87.6752,65.6953,0.336,0.184,0.16,0.128,0.256,1,0.104,0.2,1.08333,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.12,1.14286,0.048,0.096,1
124.8455,87.52863,0.336,0.176,0.16,0.12,0.232,1.071429,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.048,0.088,1.2
86.9425,65.0115,0.336,0.176,0.152,0.128,0.248,1.06667,0.104,0.192,1.18182,0.096,0.176,1.2,0.08,0.144,1.25,0.056,0.104,1.16667,0.048,0.088,1.2
124.3082,86.84482,0.336,0.184,0.144,0.112,0.24,0.875,0.096,0.192,1,0.088,0.176,1,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
126.6039,64.91381,0.328,0.192,0.152,0.12,0.256,0.8823529,0.096,0.2,0.9230769,0.088,0.176,1,0.072,0.144,1,0.056,0.112,1,0.048,0.096,1
128.6065,66.37914,0.336,0.176,0.168,0.136,0.248,1.214286,0.112,0.2,1.272727,0.104,0.184,1.3,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
88.5544,66.6234,0.336,0.168,0.168,0.128,0.24,1.14286,0.104,0.192,1.18182,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.33333,0.056,0.096,1.4
126.3597,88.2613,0.336,0.168,0.152,0.12,0.24,1,0.104,0.192,1.181818,0.088,0.168,1.1,0.072,0.136,1.125,0.064,0.112,1.333333,0.048,0.088,1.2
87.8705,65.5976,0.336,0.184,0.152,0.12,0.232,1.07143,0.104,0.192,1.18182,0.096,0.176,1.2,0.072,0.136,1.125,0.056,0.104,1.16667,0.048,0.088,1.2
124.3082,87.3821,0.328,0.184,0.152,0.12,0.248,0.9375,0.104,0.2,1.083333,0.096,0.184,1.090909,0.072,0.144,1,0.064,0.12,1.142857,0.048,0.096,1
120.01,65.49994,0.328,0.176,0.168,0.128,0.24,1.142857,0.104,0.192,1.181818,0.088,0.168,1.1,0.064,0.128,1,0.04,0.088,0.8333333,0.032,0.072,0.8
120.3519,64.71844,0.336,0.16,0.168,0.136,0.24,1.307692,0.112,0.2,1.272727,0.104,0.184,1.3,0.088,0.144,1.571429,0.072,0.112,1.8,0.056,0.096,1.4
121.0357,64.66959,0.336,0.168,0.16,0.136,0.248,1.214286,0.112,0.192,1.4,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.112,1.333333,0.056,0.096,1.4
124.4059,65.79301,0.328,0.176,0.16,0.128,0.24,1.142857,0.104,0.192,1.181818,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.12,1.142857,0.048,0.096,1
123.1848,66.18376,0.336,0.168,0.16,0.128,0.24,1.142857,0.112,0.2,1.272727,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
121.4753,65.54879,0.328,0.176,0.168,0.128,0.248,1.066667,0.112,0.208,1.166667,0.096,0.176,1.2,0.08,0.144,1.25,0.064,0.112,1.333333,0.056,0.096,1.4
119.7657,65.10919,0.336,0.16,0.168,0.136,0.24,1.307692,0.112,0.192,1.4,0.104,0.176,1.444444,0.088,0.152,1.375,0.064,0.112,1.333333,0.056,0.096,1.4
